val_error,val_precision,total_macs,total_weights,val_classifier_loss,epoch,val_accuracy,val_loss,est_act,step,val_f1,val_recall,total_act,train_loss,train_accuracy,train_recall,train_classifier_loss,train_f1,train_error,lr-SGD,train_precision,test_classifier_loss,test_precision,test_loss,test_accuracy,test_recall,test_error,test_f1
0.850830078125,0.19517821073532104,555422720.0,11164352.0,2.263456344604492,0,0.149169921875,2.263456344604492,131072.0,20,0.11054720729589462,0.1475193202495575,2813972.0,,,,,,,,,,,,,,,
0.767333984375,0.27745479345321655,555422720.0,11164352.0,2.081756591796875,1,0.232666015625,2.081756591796875,131072.0,41,0.19447368383407593,0.22896748781204224,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,49,,,,,,,,,,0.028960915540557686,,,,,,,,
,,,,,2,,,,49,,,,1.8225977420806885,0.3466796875,0.34586286544799805,1.8225977420806885,0.33191460371017456,0.6533203125,,0.3397020101547241,,,,,,,
0.586669921875,0.4125104248523712,555422720.0,11164352.0,1.6556246280670166,2,0.413330078125,1.6556246280670166,131072.0,62,0.4018042981624603,0.4129830598831177,2813972.0,,,,,,,,,,,,,,,
0.499267578125,0.5088263750076294,555422720.0,11164352.0,1.3953783512115479,3,0.500732421875,1.3953783512115479,131072.0,83,0.496101975440979,0.5000989437103271,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,99,,,,,,,,,,0.07704912182095291,,,,,,,,
,,,,,4,,,,99,,,,1.3166011571884155,0.515625,0.5183739066123962,1.3166011571884155,0.5130982398986816,0.484375,,0.5156312584877014,,,,,,,
0.442138671875,0.57433021068573,555422720.0,11164352.0,1.2292051315307617,4,0.557861328125,1.2292051315307617,131072.0,104,0.5453994274139404,0.5580810308456421,2813972.0,,,,,,,,,,,,,,,
0.3115234375,0.6859097480773926,555422720.0,11164352.0,0.8858802318572998,5,0.6884765625,0.8858802318572998,131072.0,125,0.6848340034484863,0.6876954436302185,2813972.0,,,,,,,,,,,,,,,
0.226318359375,0.7712662220001221,555422720.0,11164352.0,0.6566494703292847,6,0.773681640625,0.6566494703292847,131072.0,146,0.7700600624084473,0.7725449800491333,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,149,,,,,,,,,,0.14448645965464105,,,,,,,,
,,,,,7,,,,149,,,,0.864268958568573,0.6953125,0.6975928544998169,0.864268958568573,0.6967220306396484,0.3046875,,0.6991888284683228,,,,,,,
0.17333984375,0.8266478180885315,555422720.0,11164352.0,0.5022023320198059,7,0.82666015625,0.5022023320198059,131072.0,167,0.8243703842163086,0.8252263069152832,2813972.0,,,,,,,,,,,,,,,
0.155029296875,0.8445374965667725,555422720.0,11164352.0,0.44868552684783936,8,0.844970703125,0.44868552684783936,131072.0,188,0.8405840992927551,0.8433306217193604,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,199,,,,,,,,,,0.21474551412941925,,,,,,,,
,,,,,9,,,,199,,,,0.5607175230979919,0.80712890625,0.8078984618186951,0.5607175230979919,0.806731104850769,0.19287109375,,0.8087098002433777,,,,,,,
0.115966796875,0.8836493492126465,555422720.0,11164352.0,0.3490931987762451,9,0.884033203125,0.3490931987762451,131072.0,209,0.8831924796104431,0.8832637071609497,2813972.0,,,,,,,,,,,,,,,
0.1025390625,0.8967363834381104,555422720.0,11164352.0,0.31962305307388306,10,0.8974609375,0.31962305307388306,131072.0,230,0.8962590098381042,0.8967054486274719,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,249,,,,,,,,,,0.27060732936794507,,,,,,,,
,,,,,11,,,,249,,,,0.4386548101902008,0.8505859375,0.8503352999687195,0.4386548101902008,0.8502044677734375,0.1494140625,,0.8508838415145874,,,,,,,
0.108154296875,0.891949474811554,555422720.0,11164352.0,0.30808770656585693,11,0.891845703125,0.30808770656585693,131072.0,251,0.8908393979072571,0.8908478617668152,2813972.0,,,,,,,,,,,,,,,
0.09521484375,0.9043630957603455,555422720.0,11164352.0,0.28386443853378296,12,0.90478515625,0.28386443853378296,131072.0,272,0.9032111167907715,0.9036927223205566,2813972.0,,,,,,,,,,,,,,,
0.09814453125,0.902366578578949,555422720.0,11164352.0,0.28792881965637207,13,0.90185546875,0.28792881965637207,131072.0,293,0.9006572961807251,0.9011346101760864,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,299,,,,,,,,,,0.29838139759138516,,,,,,,,
,,,,,14,,,,299,,,,0.36088699102401733,0.87255859375,0.8715589046478271,0.36088699102401733,0.8707889318466187,0.12744140625,,0.8727344870567322,,,,,,,
0.0908203125,0.9097247123718262,555422720.0,11164352.0,0.25856202840805054,14,0.9091796875,0.25856202840805054,131072.0,314,0.9086536765098572,0.9083532691001892,2813972.0,,,,,,,,,,,,,,,
0.085205078125,0.9142745733261108,555422720.0,11164352.0,0.2484913319349289,15,0.914794921875,0.2484913319349289,131072.0,335,0.9139289855957031,0.9141088724136353,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,349,,,,,,,,,,0.29832463063527354,,,,,,,,
,,,,,16,,,,349,,,,0.3182600140571594,0.89013671875,0.8897432088851929,0.3182600140571594,0.8892096281051636,0.10986328125,,0.8898256421089172,,,,,,,
0.07958984375,0.9200125336647034,555422720.0,11164352.0,0.2392626404762268,16,0.92041015625,0.2392626404762268,131072.0,356,0.9198020696640015,0.9198448061943054,2813972.0,,,,,,,,,,,,,,,
0.076171875,0.923502504825592,555422720.0,11164352.0,0.22725164890289307,17,0.923828125,0.22725164890289307,131072.0,377,0.9228126406669617,0.923162579536438,2813972.0,,,,,,,,,,,,,,,
0.07763671875,0.9226757884025574,555422720.0,11164352.0,0.23115091025829315,18,0.92236328125,0.23115091025829315,131072.0,398,0.9218924641609192,0.9221655130386353,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,399,,,,,,,,,,0.29020870668135457,,,,,,,,
,,,,,19,,,,399,,,,0.2885761559009552,0.9033203125,0.9032242894172668,0.2885761559009552,0.9028332233428955,0.0966796875,,0.9031890630722046,,,,,,,
0.072509765625,0.9266754984855652,555422720.0,11164352.0,0.2158026397228241,19,0.927490234375,0.2158026397228241,131072.0,419,0.9262937903404236,0.9268333911895752,2813972.0,,,,,,,,,,,,,,,
0.072509765625,0.928118109703064,555422720.0,11164352.0,0.21246469020843506,20,0.927490234375,0.21246469020843506,131072.0,440,0.9270959496498108,0.9270062446594238,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,449,,,,,,,,,,0.2757133128809131,,,,,,,,
,,,,,21,,,,449,,,,0.3042147755622864,0.8916015625,0.8917606472969055,0.3042147755622864,0.8913731575012207,0.1083984375,,0.8918856382369995,,,,,,,
0.067626953125,0.9329192638397217,555422720.0,11164352.0,0.2017868161201477,21,0.932373046875,0.2017868161201477,131072.0,461,0.9319774508476257,0.9317660331726074,2813972.0,,,,,,,,,,,,,,,
0.06591796875,0.9342485666275024,555422720.0,11164352.0,0.19085605442523956,22,0.93408203125,0.19085605442523956,131072.0,482,0.9336427450180054,0.9333831071853638,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,499,,,,,,,,,,0.2554979897544809,,,,,,,,
,,,,,23,,,,499,,,,0.2312287837266922,0.91748046875,0.9170620441436768,0.2312287837266922,0.9167554378509521,0.08251953125,,0.9167941212654114,,,,,,,
0.06396484375,0.9354729056358337,555422720.0,11164352.0,0.19442637264728546,23,0.93603515625,0.19442637264728546,131072.0,503,0.9352197051048279,0.9354435801506042,2813972.0,,,,,,,,,,,,,,,
0.0732421875,0.9269312620162964,555422720.0,11164352.0,0.20635923743247986,24,0.9267578125,0.20635923743247986,131072.0,524,0.9264039993286133,0.926199734210968,2813972.0,,,,,,,,,,,,,,,
0.06591796875,0.9337663650512695,555422720.0,11164352.0,0.19396531581878662,25,0.93408203125,0.19396531581878662,131072.0,545,0.9332122206687927,0.933318555355072,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,549,,,,,,,,,,0.23048253464741314,,,,,,,,
,,,,,26,,,,549,,,,0.23506639897823334,0.9169921875,0.9171102046966553,0.23506639897823334,0.9167235493659973,0.0830078125,,0.9169245362281799,,,,,,,
0.068359375,0.931144118309021,555422720.0,11164352.0,0.19556021690368652,26,0.931640625,0.19556021690368652,131072.0,566,0.9308700561523438,0.9310038089752197,2813972.0,,,,,,,,,,,,,,,
0.066650390625,0.933188796043396,555422720.0,11164352.0,0.1955186426639557,27,0.933349609375,0.1955186426639557,131072.0,587,0.9325515031814575,0.9325485229492188,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,599,,,,,,,,,,0.2018051509441635,,,,,,,,
,,,,,28,,,,599,,,,0.2183573693037033,0.92236328125,0.9230496883392334,0.2183573693037033,0.9230612516403198,0.07763671875,,0.9232434630393982,,,,,,,
0.0634765625,0.9356791377067566,555422720.0,11164352.0,0.1788000464439392,28,0.9365234375,0.1788000464439392,131072.0,608,0.9356478452682495,0.9360060691833496,2813972.0,,,,,,,,,,,,,,,
0.0673828125,0.932249903678894,555422720.0,11164352.0,0.19095253944396973,29,0.9326171875,0.19095253944396973,131072.0,629,0.9316661357879639,0.9319308996200562,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,649,,,,,,,,,,0.17077065980623457,,,,,,,,
,,,,,30,,,,649,,,,0.21507523953914642,0.9248046875,0.9249519109725952,0.21507523953914642,0.9247548580169678,0.0751953125,,0.9252104759216309,,,,,,,
0.057861328125,0.9420198202133179,555422720.0,11164352.0,0.17845049500465393,30,0.942138671875,0.17845049500465393,131072.0,650,0.9415023326873779,0.9417116045951843,2813972.0,,,,,,,,,,,,,,,
0.0546875,0.9451064467430115,555422720.0,11164352.0,0.16705963015556335,31,0.9453125,0.16705963015556335,131072.0,671,0.9448792934417725,0.9449191093444824,2813972.0,,,,,,,,,,,,,,,
0.066162109375,0.9338961839675903,555422720.0,11164352.0,0.1927802562713623,32,0.933837890625,0.1927802562713623,131072.0,692,0.932891309261322,0.9327895641326904,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,699,,,,,,,,,,0.13879113080009253,,,,,,,,
,,,,,33,,,,699,,,,0.231259286403656,0.91259765625,0.9131609797477722,0.231259286403656,0.912519633769989,0.08740234375,,0.9130133390426636,,,,,,,
0.05908203125,0.9411033987998962,555422720.0,11164352.0,0.1765258014202118,33,0.94091796875,0.1765258014202118,131072.0,713,0.9403599500656128,0.9402353763580322,2813972.0,,,,,,,,,,,,,,,
0.06298828125,0.9376200437545776,555422720.0,11164352.0,0.17316320538520813,34,0.93701171875,0.17316320538520813,131072.0,734,0.9367831945419312,0.9366042613983154,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,749,,,,,,,,,,0.10732163272189713,,,,,,,,
,,,,,35,,,,749,,,,0.19609813392162323,0.93359375,0.9342154860496521,0.19609813392162323,0.9340598583221436,0.06640625,,0.9342209100723267,,,,,,,
0.053955078125,0.945911705493927,555422720.0,11164352.0,0.15934136509895325,35,0.946044921875,0.15934136509895325,131072.0,755,0.9456284046173096,0.9457783699035645,2813972.0,,,,,,,,,,,,,,,
0.049560546875,0.9500827789306641,555422720.0,11164352.0,0.15525758266448975,36,0.950439453125,0.15525758266448975,131072.0,776,0.949772834777832,0.9499609470367432,2813972.0,,,,,,,,,,,,,,,
0.057373046875,0.9427659511566162,555422720.0,11164352.0,0.16056415438652039,37,0.942626953125,0.16056415438652039,131072.0,797,0.9422447681427002,0.9419930577278137,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,799,,,,,,,,,,0.07779402795697611,,,,,,,,
,,,,,38,,,,799,,,,0.17541617155075073,0.93505859375,0.9340831637382507,0.17541617155075073,0.9338670969009399,0.06494140625,,0.933840811252594,,,,,,,
0.051513671875,0.9485384225845337,555422720.0,11164352.0,0.15223726630210876,38,0.948486328125,0.15223726630210876,131072.0,818,0.9480077028274536,0.9479339122772217,2813972.0,,,,,,,,,,,,,,,
0.051513671875,0.9483218193054199,555422720.0,11164352.0,0.15506292879581451,39,0.948486328125,0.15506292879581451,131072.0,839,0.9480864405632019,0.9480002522468567,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,849,,,,,,,,,,0.05155182273115654,,,,,,,,
,,,,,40,,,,849,,,,0.1710807979106903,0.94189453125,0.9414591193199158,0.1710807979106903,0.9411891102790833,0.05810546875,,0.9410243630409241,,,,,,,
0.04931640625,0.950239896774292,555422720.0,11164352.0,0.14393705129623413,40,0.95068359375,0.14393705129623413,131072.0,860,0.9502395391464233,0.9503187537193298,2813972.0,,,,,,,,,,,,,,,
0.0537109375,0.9463455677032471,555422720.0,11164352.0,0.15034131705760956,41,0.9462890625,0.15034131705760956,131072.0,881,0.9458893537521362,0.9457933306694031,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,899,,,,,,,,,,0.029789037567979647,,,,,,,,
,,,,,42,,,,899,,,,0.15677370131015778,0.94091796875,0.941673755645752,0.15677370131015778,0.9410286545753479,0.05908203125,,0.9407081007957458,,,,,,,
0.051025390625,0.9487302303314209,555422720.0,11164352.0,0.14580029249191284,42,0.948974609375,0.14580029249191284,131072.0,902,0.9484893083572388,0.9484429955482483,2813972.0,,,,,,,,,,,,,,,
0.049560546875,0.950101375579834,555422720.0,11164352.0,0.14209169149398804,43,0.950439453125,0.14209169149398804,131072.0,923,0.9500142931938171,0.9499727487564087,2813972.0,,,,,,,,,,,,,,,
0.046630859375,0.9530256390571594,555422720.0,11164352.0,0.13758757710456848,44,0.953369140625,0.13758757710456848,131072.0,944,0.9530218839645386,0.9530465602874756,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,949,,,,,,,,,,0.013495879346426725,,,,,,,,
,,,,,45,,,,949,,,,0.15471859276294708,0.94580078125,0.9461303949356079,0.15471859276294708,0.9458959102630615,0.05419921875,,0.945801854133606,,,,,,,
0.047119140625,0.9526373744010925,555422720.0,11164352.0,0.14049077033996582,45,0.952880859375,0.14049077033996582,131072.0,965,0.952568769454956,0.9525895118713379,2813972.0,,,,,,,,,,,,,,,
0.046875,0.9527888298034668,555422720.0,11164352.0,0.13851983845233917,46,0.953125,0.13851983845233917,131072.0,986,0.9527826309204102,0.952792763710022,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,999,,,,,,,,,,0.003413686880916276,,,,,,,,
,,,,,47,,,,999,,,,0.17679321765899658,0.9423828125,0.9425534605979919,0.17679321765899658,0.9424354434013367,0.0576171875,,0.9426032304763794,,,,,,,
0.046142578125,0.9535059332847595,555422720.0,11164352.0,0.13777808845043182,47,0.953857421875,0.13777808845043182,131072.0,1007,0.9535284638404846,0.9535839557647705,2813972.0,,,,,,,,,,,,,,,
0.045654296875,0.9540373086929321,555422720.0,11164352.0,0.13717858493328094,48,0.954345703125,0.13717858493328094,131072.0,1028,0.9540600180625916,0.95412278175354,2813972.0,,,,,,,,,,,,,,,
,,,,,,,,,1049,,,,,,,,,,1.2e-06,,,,,,,,
,,,,,49,,,,1049,,,,0.15548574924468994,0.94873046875,0.9486653804779053,0.15548574924468994,0.9483689069747925,0.05126953125,,0.9483806490898132,,,,,,,
0.045654296875,0.9540492296218872,555422720.0,11164352.0,0.137229323387146,49,0.954345703125,0.137229323387146,131072.0,1049,0.9540560245513916,0.9541015028953552,2813972.0,,,,,,,,,,,,,,,
0.045654296875,0.9540373086929321,555422720.0,11164352.0,0.13717858493328094,50,0.954345703125,0.13717858493328094,131072.0,1050,0.9540600180625916,0.95412278175354,2813972.0,,,,,,,,,,,,,,,
,,,,,50,,,,1050,,,,,,,,,,,,0.13795438408851624,0.9534229636192322,0.13795438408851624,0.9532470703125,0.9533995389938354,0.0467529296875,0.953392505645752
